"Address","Coordinates"
"8200 Dahlienstrasse, Schaffhausen ","8.628867999999995,47.7056261"
"8200 Breitestieg, Schaffhausen ","8.629402499999996,47.706084100000005"
"8200 Vordergasse, Schaffhausen ","8.63381839999999,47.69644659999993"
"8200 Fronwagplatz, Schaffhausen ","8.633610599999997,47.69634809999998"
"8200 Herrenacker, Schaffhausen ","8.633398699999997,47.69576329999998"
"8200 Vordergasse, Schaffhausen ","8.634098299999998,47.69629149999998"
"8200 Vordergasse, Schaffhausen ","8.633957999999998,47.69630189999998"
"8200 Nordstrasse, Schaffhausen ","8.627622399999996,47.705879900000006"
"8200 Nordstrasse, Schaffhausen ","8.627638299999996,47.70612460000001"
"8200 Gartenstrasse, Schaffhausen ","8.628011199999996,47.70524700000001"
"8200 Breitestieg, Schaffhausen ","8.628774499999995,47.70611130000001"
"8200 Dahlienstrasse, Schaffhausen ","8.629093499999994,47.70578040000001"
"8200 Breitenaustrasse, Schaffhausen ","8.625381199999994,47.70540050000001"
"8200 Breitenaustrasse, Schaffhausen ","8.625512199999994,47.70539660000001"
"8200 M��hlentalstrasse, Schaffhausen ","8.630175199999995,47.705967300000005"
"8200 Gartenstrasse, Schaffhausen ","8.627726699999995,47.70522580000001"
"8200 Breitestieg, Schaffhausen ","8.628411299999994,47.70607290000001"
"8200 Haldenstrasse, Schaffhausen ","8.629114999999995,47.70596310000001"
"8200 Breitestieg, Schaffhausen ","8.628483899999996,47.70598060000001"
"8200 Haldenstrasse, Schaffhausen ","8.629131399999995,47.70619390000001"
"8200 Breitestieg, Schaffhausen ","8.627907799999996,47.70608870000001"
"8200 Dahlienstrasse, Schaffhausen ","8.628853599999996,47.70542100000001"
"8200 Dahlienstrasse, Schaffhausen ","8.628698099999996,47.70559980000001"
"8200 Gartenstrasse, Schaffhausen ","8.628803999999995,47.70517340000001"
"8200 Nelkenstrasse, Schaffhausen ","8.628266499999995,47.70541560000001"
"8200 Dahlienstrasse, Schaffhausen ","8.629081999999995,47.70545440000001"
"8200 Dahlienstrasse, Schaffhausen ","8.628520999999996,47.705606200000005"
"8200 Gartenstrasse, Schaffhausen ","8.628547799999996,47.705182400000005"
"8200 Nordstrasse, Schaffhausen ","8.627601499999995,47.70327280000001"
"8200 Nordstrasse, Schaffhausen ","8.627672099999996,47.70351120000001"
"8200 Nordstrasse, Schaffhausen ","8.628095499999997,47.703549900000006"
"8200 Breitestieg, Schaffhausen ","8.629524299999996,47.7057513"
"8200 Nordstrasse, Schaffhausen ","8.627835699999997,47.7038397"
"8200 Nordstrasse, Schaffhausen ","8.627592099999998,47.7038724"
"8200 Nordstrasse, Schaffhausen ","8.628055099999997,47.703842800000004"
"8200 Nordstrasse, Schaffhausen ","8.627602199999997,47.704016700000004"
"8200 Nordstrasse, Schaffhausen ","8.627576699999997,47.704208300000005"
"8200 Nordstrasse, Schaffhausen ","8.627874899999997,47.704047900000006"
"8200 Nordstrasse, Schaffhausen ","8.627934999999997,47.70415190000001"
"8200 Gartenstrasse, Schaffhausen ","8.628293299999998,47.705206600000004"
"8200 Bocksrietstieg, Schaffhausen ","8.644102899999996,47.712937300000064"
"8200 Bocksrietstrasse, Schaffhausen ","8.643492499999997,47.71296920000007"
"8200 Gr��naustieg, Schaffhausen ","8.646961699999997,47.71332000000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644182599999997,47.71296930000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643567899999997,47.713008000000066"
"8200 Gr��naustieg, Schaffhausen ","8.647057499999997,47.71336690000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644254099999998,47.71299800000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643643399999998,47.71304680000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644461299999998,47.71307550000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643718799999998,47.71308560000007"
"8200 Fulachstrasse, Schaffhausen ","8.645654999999998,47.71250440000007"
"8200 Fulachstrasse, Schaffhausen ","8.645553299999998,47.71261990000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.642694299999997,47.71293770000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.642827899999997,47.713008600000066"
"8200 Bocksrietstrasse, Schaffhausen ","8.642893299999997,47.713043200000065"
"8200 Bocksrietstrasse, Schaffhausen ","8.643054499999998,47.71312680000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643128099999998,47.71316280000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643204099999998,47.71319990000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643265899999998,47.71323020000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643432899999997,47.71331790000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643508799999998,47.71335500000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643584799999998,47.71339200000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643660699999998,47.71342910000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643818499999998,47.71350150000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644196499999998,47.71368030000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644276999999997,47.71371380000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644349999999998,47.71374520000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644425199999997,47.71377760000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.642765399999996,47.71297540000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644538999999996,47.71309890000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643794299999996,47.71312440000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644608199999997,47.71311970000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.643962599999996,47.71320560000007"
"8200 Fulachstrasse, Schaffhausen ","8.647413799999997,47.713299300000074"
"8200 Fulachstrasse, Schaffhausen ","8.647329399999997,47.71347540000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644682899999996,47.71314220000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644044999999997,47.71323740000007"
"8200 Fulachstrasse, Schaffhausen ","8.650548599999997,47.71480660000007"
"8200 Fulachstrasse, Schaffhausen ","8.650437799999997,47.71493330000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644903299999998,47.71319900000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644127399999997,47.71326910000007"
"8200 Bocksrietstieg, Schaffhausen ","8.644981899999998,47.71321680000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644209799999997,47.71330080000007"
"8200 Bocksrietstieg, Schaffhausen ","8.645065999999996,47.71323580000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644292299999996,47.71333250000007"
"8200 Gr��naustieg, Schaffhausen ","8.644839999999997,47.71378810000007"
"8200 Bocksrietstieg, Schaffhausen ","8.645146999999996,47.71325410000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644374699999997,47.71336430000007"
"8200 Gr��naustieg, Schaffhausen ","8.644727599999996,47.714191900000074"
"8200 Otterngutstrasse, Schaffhausen ","8.643881099999996,47.71231670000007"
"8200 Bocksrietstieg, Schaffhausen ","8.645346899999996,47.71329530000008"
"8200 Bocksrietstrasse, Schaffhausen ","8.644534499999997,47.713418000000075"
"8200 Otterngutstrasse, Schaffhausen ","8.644312799999996,47.71238020000008"
"8200 Otterngutstrasse, Schaffhausen ","8.643799699999997,47.71254760000008"
"8200 Bocksrietstieg, Schaffhausen ","8.645452299999997,47.71331610000008"
"8200 Bocksrietstrasse, Schaffhausen ","8.644618299999998,47.71344520000008"
"8200 Otterngutstrasse, Schaffhausen ","8.644908299999997,47.71249840000008"
"8200 Otterngutstrasse, Schaffhausen ","8.644041999999997,47.71259790000008"
"8200 Bocksrietstrasse, Schaffhausen ","8.644702199999998,47.71347240000008"
"8200 Otterngutstrasse, Schaffhausen ","8.644331599999997,47.71260540000008"
"8200 Bocksrietstrasse, Schaffhausen ","8.644786099999997,47.713499500000076"
"8200 Otterngutstrasse, Schaffhausen ","8.644697699999998,47.71269240000007"
"8200 Bocksrietstrasse, Schaffhausen ","8.644869999999997,47.713526700000074"
"8200 Otterngutstrasse, Schaffhausen ","8.644956199999998,47.712744400000076"
"8200 Hochstrasse, Schaffhausen ","8.637779200000002,47.707777100000456"
"8200 Rittergutstrasse, Schaffhausen ","8.633952500000003,47.70206020000045"
"8200 Rittergutstrasse, Schaffhausen ","8.634073300000003,47.70202130000045"
"8200 Hochstrasse, Schaffhausen ","8.634854600000002,47.702157100000456"
"8200 Rittergutstrasse, Schaffhausen ","8.633990000000002,47.70211840000046"
"8200 Roth��sliweg, Schaffhausen ","8.635929000000003,47.707054700000455"
"8200 Rittergutstrasse, Schaffhausen ","8.634112300000004,47.70208390000045"
"8200 Hochstrasse, Schaffhausen ","8.634932000000003,47.702406400000456"
"8200 Rittergutstrasse, Schaffhausen ","8.634027500000002,47.702176600000456"
"8200 Roth��sliweg, Schaffhausen ","8.636013600000002,47.70719120000046"
"8200 Rittergutstrasse, Schaffhausen ","8.634151300000001,47.70214650000046"
"8200 Hochstrasse, Schaffhausen ","8.6348452,47.70267660000046"
"8200 Rittergutstrasse, Schaffhausen ","8.6340651,47.70223480000046"
"8200 Roth��sliweg, Schaffhausen ","8.636152300000001,47.70733300000046"
"8200 Felsenstieg, Schaffhausen ","8.6365171,47.70615580000046"
"8200 Rittergutstrasse, Schaffhausen ","8.6338614,47.70169650000046"
"8200 Weinsteig, Schaffhausen ","8.634315800000001,47.70133070000046"
"8200 Rittergutstrasse, Schaffhausen ","8.634191500000002,47.70220790000046"
"8200 Rittergutstrasse, Schaffhausen ","8.634190400000001,47.70220910000046"
"8200 Rittergutstrasse, Schaffhausen ","8.6341119,47.70231040000046"
"8200 Roth��sliweg, Schaffhausen ","8.6362571,47.70749870000046"
"8200 Rittergutstrasse, Schaffhausen ","8.6342392,47.70227760000046"
"8200 Hochstrasse, Schaffhausen ","8.635127599999999,47.702749200000454"
"8200 Rittergutstrasse, Schaffhausen ","8.634146099999999,47.702361400000456"
"8200 Rittergutstrasse, Schaffhausen ","8.634273799999999,47.70232700000046"
"8200 Rittergutstrasse, Schaffhausen ","8.634180399999998,47.70241230000046"
"8200 Rittergutstrasse, Schaffhausen ","8.634307499999998,47.702376700000464"
"8200 Rittergutstrasse, Schaffhausen ","8.6342147,47.702463200000466"
"8200 Rittergutstrasse, Schaffhausen ","8.634341299999999,47.70242640000047"
"8200 Rittergutstrasse, Schaffhausen ","8.6342489,47.70251420000047"
"8200 Rittergutstrasse, Schaffhausen ","8.6337586,47.70177410000047"
"8200 Rittergutstrasse, Schaffhausen ","8.634375,47.70247610000047"
"8200 Rittergutstrasse, Schaffhausen ","8.6342832,47.70256510000047"
"8200 Rittergutstrasse, Schaffhausen ","8.634408800000001,47.70252570000047"
"8200 Hochstrasse, Schaffhausen ","8.6353577,47.70313830000047"
"8200 Hochstrasse, Schaffhausen ","8.6351558,47.70317830000047"
"8200 Hochstrasse, Schaffhausen ","8.6352155,47.703288300000466"
"8200 Rittergutstrasse, Schaffhausen ","8.6343514,47.702974500000465"
"8200 Felsenstieg, Schaffhausen ","8.6362916,47.70619470000047"
"8200 Rittergutstrasse, Schaffhausen ","8.6338953,47.701748700000465"
"8200 Weinsteig, Schaffhausen ","8.634460500000001,47.701474500000465"
"8200 Rittergutstrasse, Schaffhausen ","8.634862400000001,47.702956200000465"
"8200 Rittergutstrasse, Schaffhausen ","8.633793800000001,47.70182800000047"
"8200 Roth��sliweg, Schaffhausen ","8.6365157,47.706666500000466"
"8200 Hochstrasse, Schaffhausen ","8.6357955,47.70463970000046"
"8200 Rittergutstrasse, Schaffhausen ","8.6339287,47.701801100000466"
"8200 Weinsteig, Schaffhausen ","8.6345759,47.701792400000464"
"8200 Hochstrasse, Schaffhausen ","8.6357577,47.704945200000466"
"8200 Roth��sliweg, Schaffhausen ","8.6364395,47.70650370000047"
"8200 Hochstrasse, Schaffhausen ","8.6360233,47.70489630000047"
"8200 Hochstrasse, Schaffhausen ","8.636111099999999,47.70517210000047"
"8200 Hochstrasse, Schaffhausen ","8.635851599999999,47.70521890000047"
"8200 Hochstrasse, Schaffhausen ","8.636252399999998,47.70536560000047"
"8200 Hochstrasse, Schaffhausen ","8.636326799999999,47.70556130000047"
"8200 Rittergutstrasse, Schaffhausen ","8.6339624,47.701853300000465"
"8200 Weinsteig, Schaffhausen ","8.634406799999999,47.70166140000047"
"8200 Hochstrasse, Schaffhausen ","8.636448999999999,47.705719100000465"
"8200 Hochstrasse, Schaffhausen ","8.636518899999999,47.705902800000466"
"8200 Finsterwaldstrasse, Schaffhausen ","8.636418399999998,47.70783300000046"
"8200 Rittergutstrasse, Schaffhausen ","8.633864799999998,47.70193560000046"
"8200 Finsterwaldstrasse, Schaffhausen ","8.636715499999998,47.70799690000046"
"8200 Bocksrietstieg, Schaffhausen ","8.644049199999996,47.71291580000006"
"8200 Bocksrietstrasse, Schaffhausen ","8.643417099999995,47.71293040000006"
"8200 Gr��naustieg, Schaffhausen ","8.646880599999996,47.713280300000065"
"8200 Geissbergstrasse, Schaffhausen ","8.641958800000038,47.71503380000033"
"8200 Gemshalde, Schaffhausen ","8.644007800000038,47.71640370000033"
"8200 Geissbergstrasse, Schaffhausen ","8.642175700000038,47.715171600000325"
"8200 J��gerstrasse, Schaffhausen ","8.644971400000038,47.71670660000032"
"8200 Gemshalde, Schaffhausen ","8.643861500000039,47.716546900000324"
"8200 Chrottenhalde, Schaffhausen ","8.644699800000039,47.716283700000325"
"8200 Grafenbuckstrasse, Schaffhausen ","8.641364900000038,47.714204800000324"
"8200 J��gerstrasse, Schaffhausen ","8.642756300000038,47.71640620000032"
"8200 Spiegelweg, Schaffhausen ","8.643514400000038,47.71622210000032"
"8200 Gemsgasse, Schaffhausen ","8.642651600000038,47.715635600000326"
"8200 J��gerstrasse, Schaffhausen ","8.645395500000038,47.71706360000032"
"8200 Gemsgasse, Schaffhausen ","8.64267010000004,47.71587550000032"
"8200 J��gerstrasse, Schaffhausen ","8.64582640000004,47.717333700000324"
"8200 Spiegelgutstrasse, Schaffhausen ","8.64609350000004,47.71787320000033"
"8200 Gemsgasse, Schaffhausen ","8.642666600000041,47.71610450000033"
"8200 Gemshalde, Schaffhausen ","8.644479300000041,47.716451000000326"
"8200 J��gerstrasse, Schaffhausen ","8.645393900000041,47.71749950000033"
"8200 Gemshalde, Schaffhausen ","8.644294900000041,47.71658500000033"
"8200 Gemshalde, Schaffhausen ","8.643048600000041,47.71580640000033"
"8200 Karstg��sschen, Schaffhausen ","8.634708400000035,47.69797459999993"
"8200 Bachstrasse, Schaffhausen ","8.637883100000035,47.69765649999993"
"8200 Bachstrasse, Schaffhausen ","8.637842900000035,47.697748599999926"
"8200 Vorstadt, Schaffhausen ","8.633903100000035,47.69759879999993"
"8200 Karstg��sschen, Schaffhausen ","8.634626100000036,47.69799039999993"
"8200 Vorstadt, Schaffhausen ","8.633941200000034,47.69764229999993"
"8200 Baumgartenstrasse, Schaffhausen ","8.636891399999989,47.69451890000042"
"8200 Gemshalde, Schaffhausen ","8.64306010000004,47.716048600000335"
"8200 Gemshalde, Schaffhausen ","8.64416760000004,47.71671950000034"
"8200 Spiegelgutstrasse, Schaffhausen ","8.64553700000004,47.71795800000034"
"8200 Spiegelgutstrasse, Schaffhausen ","8.64540010000004,47.718056900000335"
"8200 Chrottenhalde, Schaffhausen ","8.64479100000004,47.71633480000033"
"8200 Grafenbuckstrasse, Schaffhausen ","8.64107910000004,47.71406800000033"
"8200 J��gerstrasse, Schaffhausen ","8.64292750000004,47.716452300000334"
"8200 Spiegelweg, Schaffhausen ","8.64364730000004,47.716276700000336"
"8200 Gemsgasse, Schaffhausen ","8.641918300000041,47.714197300000336"
"8200 Gemshalde, Schaffhausen ","8.643454800000042,47.71590500000033"
"8200 Spiegelweg, Schaffhausen ","8.643098700000042,47.71629020000033"
"8200 Grafenbuckstrasse, Schaffhausen ","8.640778000000042,47.71393210000033"
"8200 J��gerstrasse, Schaffhausen ","8.643368900000041,47.716624800000325"
"8200 Spiegelweg, Schaffhausen ","8.643415300000042,47.716413100000324"
"8200 Gemshalde, Schaffhausen ","8.643668200000041,47.716067200000325"
"8200 Spiegelweg, Schaffhausen ","8.642968200000041,47.71624630000032"
"8200 Grafenbuckstrasse, Schaffhausen ","8.640480600000041,47.713793800000325"
"8200 J��gerstrasse, Schaffhausen ","8.64358440000004,47.71669080000032"
"8200 Spiegelweg, Schaffhausen ","8.643536100000041,47.716459300000324"
"8200 Gemsgasse, Schaffhausen ","8.64178830000004,47.71447820000032"
"8200 Rittergutstrasse, Schaffhausen ","8.633722900000002,47.70172050000045"
"8200 Rittergutstrasse, Schaffhausen ","8.633829300000002,47.70188180000045"
"8200 Rittergutstrasse, Schaffhausen ","8.633996100000003,47.70190560000045"
"8200 Roth��sliweg, Schaffhausen ","8.636268600000003,47.70702760000045"
"8200 Rittergutstrasse, Schaffhausen ","8.633900300000002,47.70198930000045"
"8200 Rittergutstrasse, Schaffhausen ","8.634029700000003,47.70195790000045"
"8200 Roth��sliweg, Schaffhausen ","8.636364400000003,47.707174400000454"
"8200 Hochstrasse, Schaffhausen ","8.637314700000003,47.70772760000045"
"8200 Bachstrasse, Schaffhausen ","8.63832410000004,47.69617289999994"
"8200 Fronwagplatz, Schaffhausen ","8.633681500000039,47.696825699999934"
"8200 Vorstadt, Schaffhausen ","8.634102700000039,47.697825899999934"
"8200 Vorstadt, Schaffhausen ","8.633931500000038,47.69795579999993"
"8200 Bachstrasse, Schaffhausen ","8.638282200000038,47.69621369999993"
"8200 Vorstadt, Schaffhausen ","8.634156000000038,47.69789269999993"
"8200 Bachstrasse, Schaffhausen ","8.638123000000038,47.69624849999993"
"8200 Vorstadt, Schaffhausen ","8.634192600000038,47.69795089999993"
"8200 Bachstrasse, Schaffhausen ","8.638102400000038,47.69628509999993"
"8200 Bachstrasse, Schaffhausen ","8.638080200000037,47.69636289999993"
"8200 Fronwagplatz, Schaffhausen ","8.633501900000036,47.69736919999993"
"8200 Bachstrasse, Schaffhausen ","8.638049400000035,47.69643589999993"
"8200 Fronwagplatz, Schaffhausen ","8.633708300000036,47.69726259999993"
"8200 Vorstadt, Schaffhausen ","8.634126400000035,47.698221299999936"
"8200 Fronwagplatz, Schaffhausen ","8.633745900000035,47.697352899999935"
"8200 Vorstadt, Schaffhausen ","8.634421400000035,47.69824519999993"
"8200 Vorstadt, Schaffhausen ","8.634258200000035,47.69837819999993"
"8200 Karstg��sschen, Schaffhausen ","8.634481000000035,47.697903699999934"
"8200 Vordergasse, Schaffhausen ","8.636804900000035,47.69618579999993"
"8200 Vorstadt, Schaffhausen ","8.634384300000034,47.69851549999993"
"8200 Vorstadt, Schaffhausen ","8.633866600000035,47.69755329999993"
"8200 Geissmattstrasse, Schaffhausen ","8.637569499999998,47.709826500000254"
"8200 G��tliweg, Schaffhausen ","8.638928499999999,47.70978500000025"
"8200 G��tliweg, Schaffhausen ","8.638973599999998,47.70984090000025"
"8200 Geissbergstieg, Schaffhausen ","8.638367499999998,47.70995380000025"
"8200 G��tliweg, Schaffhausen ","8.638729699999997,47.70957380000025"
"8200 Geissbergstieg, Schaffhausen ","8.638287099999998,47.70997530000025"
"8200 Geissmattstrasse, Schaffhausen ","8.637499499999997,47.709754800000255"
"8200 G��tliweg, Schaffhausen ","8.638797699999998,47.70964980000026"
"8200 Geisshaldenweg, Schaffhausen ","8.637315899999995,47.708626000000265"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637606699999996,47.708501300000265"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637672599999995,47.70846020000027"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637824399999994,47.708317700000265"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637918099999995,47.70825250000026"
"8200 Geisshaldenweg, Schaffhausen ","8.637794299999994,47.70893570000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638353399999994,47.70926870000026"
"8200 Geisshaldenweg, Schaffhausen ","8.637859599999995,47.70898110000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638497299999996,47.70940600000026"
"8200 Hochstrasse, Schaffhausen ","8.638634799999995,47.708767400000255"
"8200 Geisshaldenweg, Schaffhausen ","8.637885899999995,47.70913790000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638171699999996,47.70928290000026"
"8200 Geisshaldenweg, Schaffhausen ","8.637464099999995,47.70860800000026"
"8200 G��tliweg, Schaffhausen ","8.638990499999995,47.70950300000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638231099999995,47.70933440000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638372599999995,47.70945160000026"
"8200 Geisshaldenweg, Schaffhausen ","8.638439399999996,47.709514600000254"
"8200 Geisshaldenweg, Schaffhausen ","8.637381999999995,47.708672000000256"
"8200 G��tliweg, Schaffhausen ","8.638705299999994,47.709410100000255"
"8200 G��tliweg, Schaffhausen ","8.639164299999994,47.70970470000025"
"8200 Trottenweg, Schaffhausen ","8.638465999999994,47.70880790000025"
"8200 Geisshaldenweg, Schaffhausen ","8.637445599999994,47.708716300000255"
"8200 Geisshaldenweg, Schaffhausen ","8.637778899999994,47.70882410000026"
"8200 Geisshaldenweg, Schaffhausen ","8.637596499999994,47.708803900000255"
"8200 Geisshaldenweg, Schaffhausen ","8.637657899999994,47.708843500000256"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637179199999993,47.70823500000026"
"8200 Finsterwaldstrasse, Schaffhausen ","8.637287299999993,47.70827330000026"
"8200 Spiegelweg, Schaffhausen ","8.643183600000038,47.716091300000315"
"8200 Grafenbuckstrasse, Schaffhausen ","8.640174000000037,47.71366010000032"
"8200 Gemsgasse, Schaffhausen ","8.642208800000038,47.71461120000032"
"8200 J��gerstrasse, Schaffhausen ","8.644417500000039,47.71690610000032"
"8200 J��gerstrasse, Schaffhausen ","8.644654300000038,47.717009000000324"
"8200 Fronwagplatz, Schaffhausen ","8.633308800000023,47.69689609999993"
"8200 Unterstadt, Schaffhausen ","8.639639200000023,47.69574669999993"
"8200 Fronwagplatz, Schaffhausen ","8.633308700000022,47.69694849999993"
"8200 Unterstadt, Schaffhausen ","8.63910900000002,47.69578199999993"
"8200 Unterstadt, Schaffhausen ","8.63903170000002,47.69579189999993"
"8200 Unterstadt, Schaffhausen ","8.63896880000002,47.69579909999993"
"8200 Unterstadt, Schaffhausen ","8.63889900000002,47.69580189999993"
"8200 Unterstadt, Schaffhausen ","8.63880180000002,47.695798699999926"
"8200 Unterstadt, Schaffhausen ","8.63852560000002,47.69582189999993"
"8200 Unterstadt, Schaffhausen ","8.63841290000002,47.69583279999993"
"8200 Schwertstrasse, Schaffhausen ","8.632887100000021,47.69729829999993"
"8200 Unterstadt, Schaffhausen ","8.63834060000002,47.695841799999926"
"8200 Unterstadt, Schaffhausen ","8.63826870000002,47.69584809999993"
"8200 Vordergasse, Schaffhausen ","8.63607310000002,47.69609869999993"
"8200 Vordergasse, Schaffhausen ","8.63593480000002,47.69611509999993"
"8200 Vordergasse, Schaffhausen ","8.63579110000002,47.69612979999993"
"8200 Fronwagplatz, Schaffhausen ","8.63328730000002,47.696637999999936"
"8200 Vordergasse, Schaffhausen ","8.63566770000002,47.69613709999994"
"8200 Vordergasse, Schaffhausen ","8.63560610000002,47.696144299999936"
"8200 Vordergasse, Schaffhausen ","8.63552770000002,47.696153399999936"
"8200 Vordergasse, Schaffhausen ","8.63534760000002,47.696173899999934"
"8200 Fronwagplatz, Schaffhausen ","8.63374590000002,47.696540499999934"
"8200 Schwertstrasse, Schaffhausen ","8.63264160000002,47.69738069999993"
"8200 Vordergasse, Schaffhausen ","8.63521400000002,47.696225099999936"
"8200 Vordergasse, Schaffhausen ","8.63510400000002,47.69623079999993"
"8200 Fronwagplatz, Schaffhausen ","8.63329540000002,47.696713799999934"
"8200 Fronwagplatz, Schaffhausen ","8.633303300000023,47.696806299999935"
"8200 M��nsterplatz, Schaffhausen ","8.637075900000019,47.69560269999996"
"8200 M��nsterplatz, Schaffhausen ","8.636976600000018,47.69561349999996"
"8200 M��nsterplatz, Schaffhausen ","8.636874600000018,47.69562069999996"
"8200 M��nsterplatz, Schaffhausen ","8.636764700000018,47.69562799999996"
"8200 Moserstrasse, Schaffhausen ","8.63926740000002,47.69536189999996"
"8200 M��nsterplatz, Schaffhausen ","8.63663330000002,47.695631599999956"
"8200 Fronwagplatz, Schaffhausen ","8.63367090000002,47.696964799999954"
"8200 Moserstrasse, Schaffhausen ","8.63895440000002,47.695228499999956"
"8200 Beckenstube, Schaffhausen ","8.634677600000021,47.695753199999956"
"8200 M��nsterplatz, Schaffhausen ","8.636534100000022,47.695629799999956"
"8200 Fronwagplatz, Schaffhausen ","8.633675000000022,47.69703219999995"
"8200 M��nsterplatz, Schaffhausen ","8.63645360000002,47.69563159999995"
"8200 Fronwagplatz, Schaffhausen ","8.633676500000021,47.69712699999995"
"8200 M��nsterplatz, Schaffhausen ","8.636386600000021,47.69563519999995"
"8200 Moserstrasse, Schaffhausen ","8.63866740000002,47.69524109999995"
"8200 Moserstrasse, Schaffhausen ","8.63904800000002,47.695375299999945"
"8200 M��nsterplatz, Schaffhausen ","8.63627390000002,47.69563149999995"
"8200 Moserstrasse, Schaffhausen ","8.63893020000002,47.69539999999995"
"8200 Moserstrasse, Schaffhausen ","8.63882840000002,47.69543609999995"
"8200 Moserstrasse, Schaffhausen ","8.638739900000022,47.695464999999956"
"8200 M��nsterplatz, Schaffhausen ","8.636016400000022,47.69562619999996"
"8200 Moserstrasse, Schaffhausen ","8.638637900000022,47.69550289999996"
"8200 M��nsterplatz, Schaffhausen ","8.637315200000023,47.69556599999996"
"8200 Beckenstube, Schaffhausen ","8.634632600000023,47.695692199999954"
"8200 M��nsterplatz, Schaffhausen ","8.637223100000023,47.695577499999956"
"8200 Beckenstube, Schaffhausen ","8.634567000000024,47.69565239999996"
"8200 Moserstrasse, Schaffhausen ","8.639874500000023,47.695414499999956"
"8200 Karstg��sschen, Schaffhausen ","8.634684900000037,47.69784229999994"
"8200 Fronwagplatz, Schaffhausen ","8.633716500000038,47.69666329999994"
"8200 Vorstadt, Schaffhausen ","8.633986800000038,47.69768569999994"
"8200 Fronwagplatz, Schaffhausen ","8.633697600000039,47.69673549999993"
"8200 Vorstadt, Schaffhausen ","8.63405440000004,47.697758999999934"
"8200 Vorstadt, Schaffhausen ","8.63390030000004,47.697906799999934"
"8200 Vordergasse, Schaffhausen ","8.634910799999997,47.69624320000003"
"8200 Unterstadt, Schaffhausen ","8.638558099999997,47.695986100000034"
"8200 Roseng��sschen, Schaffhausen ","8.635785499999995,47.69818520000004"
"8200 Karstg��sschen, Schaffhausen ","8.634817199999995,47.69794240000004"
"8200 Webergasse, Schaffhausen ","8.635589599999996,47.698245700000044"
"8200 Platz, Schaffhausen ","8.635326799999994,47.69781600000003"
"8200 Webergasse, Schaffhausen ","8.634795699999994,47.69834670000003"
"8200 Webergasse, Schaffhausen ","8.636570899999994,47.69834300000007"
"8200 Sch��tzengraben, Schaffhausen ","8.635147599999993,47.698876400000074"
"8200 Vorstadt, Schaffhausen ","8.63467179999999,47.698545200000076"
"8200 Vorstadt, Schaffhausen ","8.63489889999999,47.698830200000074"
"8200 Webergasse, Schaffhausen ","8.636385799999992,47.69833400000007"
"8200 Vorstadt, Schaffhausen ","8.635337,47.6996085000003"
"8200 Vorstadt, Schaffhausen ","8.635246200000001,47.699226200000304"
"8200 Vorstadt, Schaffhausen ","8.634722699999983,47.69890100000026"
"8200 Bahnhofstrasse, Schaffhausen ","8.633979999999982,47.69879050000026"
"8200 L��weng��sschen, Schaffhausen ","8.633862099999982,47.698473500000254"
